Season_ID,Team,Year,TR,Age,W,L,SRS,ORtg,rORtg,DRtg,rDRtg,NRtg,Pace,rPace,FTr,rFTr,TS,rTS,PostW,PostL,,,,,,,,,,,,
1,Oklahoma City Thunder??,2025,15.6,24.8,68,14,12.7,120.3,5.8,107.5,-7,12.8,100,1.2,0.22,-0.023,0.593,0.017,16,7,0.7,115.4,2.3,107,-6.1,8.4,12.07,98.9,3.3,0.29,0.566,0
2,Cleveland Cavaliers,2025,11.2,26.6,64,18,8.8,121.7,7.2,112.2,-2.3,9.5,99.8,1,0.241,-0.002,0.607,0.031,5,4,0.56,123.5,10.4,111.4,-1.7,12.1,13.08,96.7,1.1,0.318,0.597,0.031
3,Boston Celtics,2025,10.2,28.9,61,21,8.3,120.6,6.1,111.1,-3.4,9.5,95.7,-3.1,0.212,-0.031,0.591,0.015,6,5,0.55,114.4,1.3,108.4,-4.7,6,7.64,91.5,-4.1,0.273,0.569,0.003
4,Minnesota Timberwolves,2025,9.3,27.2,49,33,5.2,116.6,2.1,111.5,-3,5.1,97.3,-1.5,0.249,0.006,0.588,0.012,9,6,0.6,114.6,1.5,111.8,-1.3,2.8,8.7,95.1,-0.5,0.256,0.574,0.008
5,Indiana Pacers,2025,8.5,25.8,50,32,1.7,116.5,2,114.3,-0.2,2.2,99.9,1.1,0.241,-0.002,0.594,0.018,15,8,0.65,115.3,2.2,113.3,0.2,2,9.18,98,2.4,0.292,0.599,0.033
6,New York Knicks,2025,5.7,27.5,51,31,3.6,118.5,4,114.3,-0.2,4.2,96.7,-2.1,0.232,-0.011,0.589,0.013,10,8,0.56,113.3,0.2,113.3,0.2,0,3.9,95.6,0,0.3,0.559,-0.007
7,Denver Nuggets,2025,5.4,27,50,32,4,119.9,5.4,116,1.5,3.9,99.8,1,0.259,0.016,0.604,0.028,7,7,0.5,110.1,-3,115.1,2,-5,3.77,95.7,0.1,0.273,0.552,-0.014
8,Los Angeles Clippers,2025,5.2,29.7,50,32,4.8,115.1,0.6,110.3,-4.2,4.8,97.5,-1.3,0.251,0.008,0.589,0.013,3,4,0.43,115.6,2.5,115,1.9,0.6,4.57,92.3,-3.3,0.231,0.581,0.015
9,Houston Rockets,2025,5.1,24.9,52,30,5,115.3,0.8,110.8,-3.7,4.5,98.6,-0.2,0.242,-0.001,0.553,-0.023,3,4,0.43,112.1,-1,112.1,-1,0,3.56,92.8,-2.8,0.347,0.548,-0.018
10,Golden State Warriors,2025,4.3,28.6,48,34,3.6,115,0.5,111.7,-2.8,3.3,98.7,-0.1,0.244,0.001,0.568,-0.008,5,7,0.42,109.7,-3.4,112.9,-0.2,-3.2,1.85,93.9,-1.7,0.24,0.545,-0.021
11,Memphis Grizzlies,2025,1.8,24.7,48,34,4.8,117.7,3.2,113,-1.5,4.7,103.3,4.5,0.249,0.006,0.588,0.012,0,4,0,99.4,-13.7,118.7,5.6,-19.3,-6.6,101.1,5.5,0.236,0.525,-0.041
12,Detroit Pistons,2025,1.8,25.8,44,38,1.7,115,0.5,113.1,-1.4,1.9,99.8,1,0.248,0.005,0.58,0.004,2,4,0.33,109.7,-3.4,111,-2.1,-1.3,2.29,97.3,1.7,0.337,0.562,-0.004
13,Sacramento Kings,2025,0.6,27.8,40,42,0.6,116.7,2.2,116.2,1.7,0.5,98.2,-0.6,0.235,-0.008,0.582,0.006,,,,,,,,,,,,,,
14,Los Angeles Lakers,2025,0.3,27.9,50,32,1.5,115.9,1.4,114.7,0.2,1.2,97.6,-1.2,0.271,0.028,0.593,0.017,1,4,0.2,109.9,-3.2,117.6,4.5,-7.7,-2.55,91.3,-4.3,0.269,0.57,0.004
15,Milwaukee Bucks,2025,-0.1,29.3,48,34,2.1,115.9,1.4,113.4,-1.1,2.5,99.3,0.5,0.268,0.025,0.598,0.022,1,4,0.2,112.2,-0.9,119.9,6.8,-7.7,-6.02,96.2,0.6,0.255,0.564,-0.002
16,Dallas Mavericks,2025,-0.8,27.5,39,43,-0.7,114.8,0.3,116,1.5,-1.2,99.2,0.4,0.263,0.02,0.583,0.007,,,,,,,,,,,,,,
17,Atlanta Hawks,2025,-1.4,24.9,40,42,-1.4,114.6,0.1,115.7,1.2,-1.1,102.6,3.8,0.252,0.009,0.579,0.003,,,,,,,,,,,,,,
18,Chicago Bulls,2025,-1.9,25.2,39,43,-1.8,114.1,-0.4,115.6,1.1,-1.5,102.8,4,0.214,-0.029,0.585,0.009,,,,,,,,,,,,,,
19,Orlando Magic,2025,-2.5,24.9,41,41,-0.7,109.4,-5.1,109.6,-4.9,-0.2,96.1,-2.7,0.269,0.026,0.55,-0.026,1,4,0.2,103,-10.1,117.1,4,-14.1,-5.82,90.9,-4.7,0.244,0.501,-0.065
20,San Antonio Spurs,2025,-2.7,26,34,48,-2.5,114.4,-0.1,117.2,2.7,-2.8,99.3,0.5,0.234,-0.009,0.575,-0.001,,,,,,,,,,,,,,
21,Phoenix Suns,2025,-2.7,29.1,36,46,-2.6,116.2,1.7,119.3,4.8,-3.1,97.1,-1.7,0.241,-0.002,0.595,0.019,,,,,,,,,,,,,,
22,Portland Trail Blazers,2025,-2.9,23.8,36,46,-2.7,111.7,-2.8,114.7,0.2,-3,98.8,0,0.246,0.003,0.555,-0.021,,,,,,,,,,,,,,
23,Toronto Raptors,2025,-4.8,24.5,30,52,-4.4,110.5,-4,114.8,0.3,-4.3,99.7,0.9,0.232,-0.011,0.553,-0.023,,,,,,,,,,,,,,
24,Miami Heat,2025,-6,26.8,37,45,0.1,113.5,-1,112.9,-1.6,0.6,96.2,-2.6,0.232,-0.011,0.576,0,0,4,0,104.2,-8.9,137.4,24.3,-33.2,-24.39,91.7,-3.9,0.163,0.547,-0.019
25,Philadelphia 76ers,2025,-7,27.1,24,58,-6.3,111.9,-2.6,118.2,3.7,-6.3,97.4,-1.4,0.257,0.014,0.563,-0.013,,,,,,,,,,,,,,
26,Brooklyn Nets,2025,-7.6,24.7,26,56,-7,108.5,-6,115.8,1.3,-7.3,96.4,-2.4,0.24,-0.003,0.552,-0.024,,,,,,,,,,,,,,
27,New Orleans Pelicans,2025,-9.4,25.9,21,61,-8.6,110.4,-4.1,119.9,5.4,-9.5,99.1,0.3,0.244,0.001,0.552,-0.024,,,,,,,,,,,,,,
28,Utah Jazz,2025,-9.5,23.9,17,65,-8.5,111.2,-3.3,120.4,5.9,-9.2,100,1.2,0.252,0.009,0.568,-0.008,,,,,,,,,,,,,,
29,Charlotte Hornets,2025,-10,25.1,19,63,-9.1,107.3,-7.2,116.6,2.1,-9.3,97.6,-1.2,0.222,-0.021,0.537,-0.039,,,,,,,,,,,,,,
30,Washington Wizards,2025,-13.1,23.5,18,64,-12.1,106.8,-7.7,119.1,4.6,-12.3,100.9,2.1,0.229,-0.014,0.546,-0.03,,,,,,,,,,,,,,
31,Boston Celtics??,2024,14.3,28.2,64,18,10.8,123.2,8.6,111.6,-3,11.6,97.2,-1.9,0.224,-0.044,0.609,0.028,16,3,0.84,117.7,4.1,109,-4.6,8.7,10.69,91.9,-0.7,0.23,0.589,0.023
32,Minnesota Timberwolves,2024,9.7,27.2,56,26,6.4,115.6,1,109,-5.6,6.6,97.1,-2,0.27,0.002,0.594,0.013,9,7,0.56,117,3.4,112.5,-1.1,4.5,8.28,91.8,-0.8,0.285,0.576,0.01
33,Oklahoma City Thunder,2024,9.1,23.4,57,25,7.4,119.5,4.9,112.1,-2.5,7.4,99.8,0.7,0.24,-0.028,0.608,0.027,6,4,0.6,112,-1.6,105.4,-8.2,6.6,9.76,94.3,1.7,0.216,0.563,-0.003
34,Dallas Mavericks,2024,8.8,26.5,50,32,2.3,117.6,3,115.4,0.8,2.2,100.1,1,0.251,-0.017,0.592,0.011,13,9,0.59,114.7,1.1,111.9,-1.7,2.8,9.63,92.4,-0.2,0.273,0.569,0.003
35,Indiana Pacers,2024,6.4,25.3,47,35,2.8,121,6.4,118,3.4,3,101.7,2.6,0.222,-0.046,0.606,0.025,8,9,0.47,120.1,6.5,119,5.4,1.1,6.29,93.7,1.1,0.184,0.596,0.03
36,Denver Nuggets,2024,6.2,27.1,57,25,5.2,118.5,3.9,113,-1.6,5.5,96.8,-2.3,0.224,-0.044,0.589,0.008,7,5,0.58,110.6,-3,112.8,-0.8,-2.2,1.97,92.4,-0.2,0.196,0.552,-0.014
37,New York Knicks,2024,3.7,26.4,50,32,4.4,118.2,3.6,113.4,-1.2,4.8,95.2,-3.9,0.246,-0.022,0.574,-0.007,7,6,0.54,118.7,5.1,120.9,7.3,-2.2,0.44,91.9,-0.7,0.278,0.558,-0.008
38,Orlando Magic,2024,3.1,24,47,35,1.5,113.4,-1.2,111.3,-3.3,2.1,96.9,-2.2,0.287,0.019,0.577,-0.004,3,4,0.43,106,-7.6,101.3,-12.3,4.7,6.68,94.6,2,0.299,0.527,-0.039
39,Philadelphia 76ers,2024,3,28.4,47,35,2.5,116.9,2.3,113.8,-0.8,3.1,97.5,-1.6,0.264,-0.004,0.574,-0.007,2,4,0.33,116.9,3.3,117.1,3.5,-0.2,4.16,90.9,-1.7,0.296,0.574,0.008
40,Golden State Warriors,2024,3,28.4,46,36,2.8,117.8,3.2,115.2,0.6,2.6,99.2,0.1,0.219,-0.049,0.586,0.005,,,,,,,,,,,,,,
41,Sacramento Kings,2024,2.5,26.4,46,36,2.3,116.9,2.3,115.2,0.6,1.7,98.8,-0.3,0.229,-0.039,0.582,0.001,,,,,,,,,,,,,,
42,Cleveland Cavaliers,2024,2.4,26.2,48,34,2,115.2,0.6,112.7,-1.9,2.5,97.2,-1.9,0.234,-0.034,0.586,0.005,5,7,0.42,105.8,-7.8,111.8,-1.8,-6,-0.66,92.7,0.1,0.204,0.54,-0.026
43,Milwaukee Bucks,2024,1.9,30.2,49,33,2.4,118.4,3.8,115.8,1.2,2.6,99.9,0.8,0.27,0.002,0.601,0.02,2,4,0.33,116,2.4,119,5.4,-3,-0.25,93.3,0.7,0.245,0.576,0.01
44,Los Angeles Clippers,2024,1.5,30.4,51,31,3.4,118.8,4.2,115.4,0.8,3.4,97.2,-1.9,0.256,-0.012,0.599,0.018,2,4,0.33,110.3,-3.3,117.7,4.1,-7.4,-5.1,90.9,-1.7,0.264,0.547,-0.019
45,Houston Rockets,2024,1.3,25.1,41,41,1.2,114.5,-0.1,113.4,-1.2,1.1,99,-0.1,0.257,-0.011,0.565,-0.016,,,,,,,,,,,,,,
46,Los Angeles Lakers,2024,1.3,28,47,35,1.1,115.9,1.3,115.3,0.7,0.6,100.9,1.8,0.276,0.008,0.601,0.02,1,4,0.2,111.7,-1.9,114,0.4,-2.3,2.93,95.3,2.7,0.222,0.573,0.007
47,New Orleans Pelicans,2024,1,26,49,33,4.5,117.4,2.8,112.9,-1.7,4.5,97.9,-1.2,0.261,-0.007,0.591,0.01,0,4,0,94.9,-18.7,111.7,-1.9,-16.8,-9.44,94.3,1.7,0.189,0.489,-0.077
48,Phoenix Suns,2024,-0.2,29.3,49,33,3.1,117.6,3,114.6,0,3,98.3,-0.8,0.271,0.003,0.603,0.022,0,4,0,110.4,-3.2,126.4,12.8,-16,-9.61,93.5,0.9,0.37,0.586,0.02
49,Miami Heat,2024,-1.1,28,46,36,1.1,114,-0.6,112.2,-2.4,1.8,96.2,-2.9,0.257,-0.011,0.578,-0.003,1,4,0.2,101.6,-12,118.8,5.2,-17.2,-6.45,90.8,-1.8,0.148,0.533,-0.033
50,Chicago Bulls,2024,-1.8,28.1,39,43,-1.8,114.9,0.3,116.3,1.7,-1.4,96.3,-2.8,0.236,-0.032,0.568,-0.013,,,,,,,,,,,,,,
51,Atlanta Hawks,2024,-2.6,26.2,36,46,-2.4,117.2,2.6,119.4,4.8,-2.2,100.1,1,0.251,-0.017,0.576,-0.005,,,,,,,,,,,,,,
52,Brooklyn Nets,2024,-3.4,26.1,32,50,-3,113.2,-1.4,116.1,1.5,-2.9,96.9,-2.2,0.234,-0.034,0.561,-0.02,,,,,,,,,,,,,,
53,Utah Jazz,2024,-4.6,25.1,31,51,-4.2,115.5,0.9,120.4,5.8,-4.9,99.5,0.4,0.251,-0.017,0.579,-0.002,,,,,,,,,,,,,,
54,San Antonio Spurs,2024,-6.6,23,22,60,-5.8,110,-4.6,116.4,1.8,-6.4,101.1,2,0.22,-0.048,0.563,-0.018,,,,,,,,,,,,,,
55,Toronto Raptors,2024,-7.1,25.9,25,57,-6.5,112.3,-2.3,118.8,4.2,-6.5,99.4,0.3,0.241,-0.027,0.566,-0.015,,,,,,,,,,,,,,
56,Memphis Grizzlies,2024,-7.1,24.4,27,55,-6.6,107.2,-7.4,114.3,-0.3,-7.1,98.2,-0.9,0.238,-0.03,0.543,-0.038,,,,,,,,,,,,,,
57,Portland Trail Blazers,2024,-9.1,24.1,21,61,-8.3,108.3,-6.3,117.5,2.9,-9.2,97.2,-1.9,0.228,-0.04,0.539,-0.042,,,,,,,,,,,,,,
58,Detroit Pistons,2024,-10.2,23.8,14,68,-9.1,109.7,-4.9,118.8,4.2,-9.1,99.8,0.7,0.246,-0.022,0.562,-0.019,,,,,,,,,,,,,,
59,Washington Wizards,2024,-10.4,24.9,15,67,-9.3,110.5,-4.1,119.6,5,-9.1,102.7,3.6,0.221,-0.047,0.567,-0.014,,,,,,,,,,,,,,
60,Charlotte Hornets,2024,-10.9,25.1,21,61,-10.1,109.3,-5.3,119.8,5.2,-10.5,97.3,-1.8,0.212,-0.056,0.56,-0.021,,,,,,,,,,,,,,
61,Denver Nuggets,2023,9.9,26.6,53,29,3,117.6,2.8,114.2,-0.6,3.4,98.1,-1,0.259,-0.007,0.601,0.02,16,4,0.8,119.5,6,110.8,-2.7,8.7,9.32,94.4,-1.7,0.257,0.593,0.027
62,Boston Celtics,2023,7.7,27.4,57,25,6.4,118,3.2,111.5,-3.3,6.5,98.5,-0.6,0.243,-0.023,0.6,0.019,11,9,0.55,117.2,3.7,113.7,0.2,3.5,5.08,95,-1.1,0.234,0.594,0.028
63,Philadelphia 76ers,2023,6,28.2,54,28,4.4,117.7,2.9,113.3,-1.5,4.4,96.9,-2.2,0.3,0.034,0.608,0.027,7,4,0.64,111.2,-2.3,112.8,-0.7,-1.6,2.83,91.4,-4.7,0.227,0.555,-0.011
64,Miami Heat,2023,5.2,27.7,44,38,-0.1,113,-1.8,113.3,-1.5,-0.3,96.3,-2.8,0.27,0.004,0.574,-0.007,13,10,0.57,114.1,0.6,112.5,-1,1.6,5.77,94.5,-1.6,0.228,0.567,0.001
65,Los Angeles Lakers,2023,4.8,27.9,43,39,0.4,114.5,-0.3,113.9,-0.9,0.6,101.3,2.2,0.299,0.033,0.582,0.001,8,8,0.5,113.7,0.2,111.3,-2.2,2.4,5.13,98.1,2,0.285,0.573,0.007
66,New York Knicks,2023,4.5,24.5,47,35,3,117.8,3,114.8,0,3,97.1,-2,0.285,0.019,0.577,-0.004,6,5,0.55,108.9,-4.6,108.5,-5,0.4,2.71,91.9,-4.2,0.329,0.537,-0.029
67,Cleveland Cavaliers,2023,3.1,25.4,51,31,5.2,116.1,1.3,110.6,-4.2,5.5,95.7,-3.4,0.264,-0.002,0.59,0.009,1,4,0.2,103.4,-10.1,109.3,-4.2,-5.9,-2.91,91.1,-5,0.237,0.544,-0.022
68,Phoenix Suns,2023,2.7,28.1,45,37,2.1,115.1,0.3,113,-1.8,2.1,98.2,-0.9,0.241,-0.025,0.57,-0.011,6,5,0.55,117,3.5,119.4,5.9,-2.4,-0.6,97.6,1.5,0.269,0.588,0.022
69,Golden State Warriors,2023,2.7,27.3,44,38,1.7,116.1,1.3,114.4,-0.4,1.7,101.6,2.5,0.224,-0.042,0.6,0.019,6,7,0.46,111.9,-1.6,112.1,-1.4,-0.2,1.24,101,4.9,0.21,0.553,-0.013
70,Sacramento Kings,2023,2,25.4,48,34,2.3,119.4,4.6,116.8,2,2.6,100.3,1.2,0.284,0.018,0.608,0.027,3,4,0.43,110.7,-2.8,112.8,-0.7,-2.1,-0.44,102.7,6.6,0.269,0.532,-0.034
71,New Orleans Pelicans,2023,1.7,25.9,42,40,1.6,114.4,-0.4,112.5,-2.3,1.9,99.1,0,0.279,0.013,0.582,0.001,,,,,,,,,,,,,,
72,Milwaukee Bucks,2023,1.6,29.8,58,24,3.6,115.4,0.6,111.9,-2.9,3.5,100.5,1.4,0.248,-0.018,0.583,0.002,1,4,0.2,114,0.5,118.9,5.4,-4.9,-5.03,102.1,6,0.231,0.582,0.016
73,Toronto Raptors,2023,1.6,25.8,41,41,1.6,115.5,0.7,114,-0.8,1.5,97.1,-2,0.257,-0.009,0.555,-0.026,,,,,,,,,,,,,,
74,Chicago Bulls,2023,1.4,27.5,40,42,1.4,113.5,-1.3,112.2,-2.6,1.3,98.5,-0.6,0.251,-0.015,0.587,0.006,,,,,,,,,,,,,,
75,Memphis Grizzlies,2023,1.2,24.4,51,31,3.6,115.1,0.3,111.2,-3.6,3.9,101.1,2,0.259,-0.007,0.57,-0.011,2,4,0.33,104,-9.5,111.4,-2.1,-7.4,-6.97,99,2.9,0.201,0.504,-0.062
76,Oklahoma City Thunder,2023,0.9,22.8,40,42,1,115.2,0.4,114.2,-0.6,1,101.1,2,0.256,-0.01,0.57,-0.011,,,,,,,,,,,,,,
77,Atlanta Hawks,2023,0.3,24.9,41,41,0.3,116.6,1.8,116.3,1.5,0.3,100.7,1.6,0.244,-0.022,0.579,-0.002,2,4,0.33,115,1.5,120.3,6.8,-5.3,1.08,100.7,4.6,0.176,0.558,-0.008
78,Dallas Mavericks,2023,-0.2,27.8,38,44,-0.1,116.8,2,116.7,1.9,0.1,96.6,-2.5,0.298,0.032,0.599,0.018,,,,,,,,,,,,,,
79,Utah Jazz,2023,-1.2,26.5,37,45,-1,115.8,1,116.7,1.9,-0.9,100.5,1.4,0.265,-0.001,0.584,0.003,,,,,,,,,,,,,,
80,Los Angeles Clippers,2023,-1.3,29.7,44,38,0.3,115,0.2,114.5,-0.3,0.5,98,-1.1,0.278,0.012,0.588,0.007,1,4,0.2,117.1,3.6,123.6,10.1,-6.5,-4.42,98.7,2.6,0.298,0.577,0.011
81,Washington Wizards,2023,-1.3,26.2,35,47,-1.1,114.4,-0.4,115.6,0.8,-1.2,98.6,-0.5,0.258,-0.008,0.585,0.004,,,,,,,,,,,,,,
82,Brooklyn Nets,2023,-1.7,28,45,37,1,115,0.2,114.1,-0.7,0.9,98.3,-0.8,0.26,-0.006,0.598,0.017,0,4,0,103.1,-10.4,115.6,2.1,-12.5,-8.13,89.7,-6.4,0.236,0.542,-0.024
83,Minnesota Timberwolves,2023,-2.2,25.8,42,40,-0.2,113.7,-1.1,113.8,-1,-0.1,101,1.9,0.271,0.005,0.592,0.011,1,4,0.2,109.7,-3.8,118.9,5.4,-9.2,-6.16,94.1,-2,0.293,0.565,-0.001
84,Orlando Magic,2023,-2.7,23.1,34,48,-2.4,111.6,-3.2,114.2,-0.6,-2.6,99.3,0.2,0.29,0.024,0.573,-0.008,,,,,,,,,,,,,,
85,Indiana Pacers,2023,-3.1,24.5,35,47,-2.9,114.6,-0.2,117.7,2.9,-3.1,101.1,2,0.265,-0.001,0.581,0,,,,,,,,,,,,,,
86,Portland Trail Blazers,2023,-4.3,25.1,33,49,-4,114.8,0,118.8,4,-4,98.6,-0.5,0.289,0.023,0.589,0.008,,,,,,,,,,,,,,
87,Charlotte Hornets,2023,-6.5,25.3,27,55,-5.9,109.2,-5.6,115.3,0.5,-6.1,100.8,1.7,0.261,-0.005,0.55,-0.031,,,,,,,,,,,,,,
88,Houston Rockets,2023,-8.4,22.1,22,60,-7.6,111.4,-3.4,119.3,4.5,-7.9,99,-0.1,0.285,0.019,0.554,-0.027,,,,,,,,,,,,,,
89,Detroit Pistons,2023,-8.7,24.1,17,65,-7.7,110.7,-4.1,118.9,4.1,-8.2,99,-0.1,0.295,0.029,0.561,-0.02,,,,,,,,,,,,,,
90,San Antonio Spurs,2023,-10.6,23.9,22,60,-9.8,110.2,-4.6,120,5.2,-9.8,101.6,2.5,0.229,-0.037,0.554,-0.027,,,,,,,,,,,,,,
91,Golden State Warriors??,2022,11,27.6,53,29,5.5,112.5,0.5,106.9,-5.1,5.6,98.4,0.2,0.235,-0.013,0.582,0.016,16,6,0.73,115.2,4,110,-1.2,5.2,9.78,97.1,1.6,0.23,0.59,0.023
92,Boston Celtics,2022,9.4,26.1,51,31,7,114.4,2.4,106.9,-5.1,7.5,96.6,-1.6,0.239,-0.009,0.578,0.012,14,10,0.58,110.7,-0.5,107,-4.2,3.7,7.39,95.3,-0.2,0.283,0.574,0.007
93,Miami Heat,2022,8.7,28.2,53,29,4.2,113.7,1.7,109.1,-2.9,4.6,95.9,-2.3,0.252,0.004,0.584,0.018,11,7,0.61,110.6,-0.6,106.6,-4.6,4,8.02,94.2,-1.3,0.253,0.55,-0.017
94,Memphis Grizzlies,2022,7.6,24,56,26,5.4,114.6,2.6,109,-3,5.6,100.3,2.1,0.245,-0.003,0.553,-0.013,6,6,0.5,110.2,-1,107.8,-3.4,2.4,6.43,102.1,6.6,0.297,0.545,-0.022
95,Dallas Mavericks,2022,7.2,26.7,52,30,3.1,112.8,0.8,109.4,-2.6,3.4,95.4,-2.8,0.249,0.001,0.572,0.006,9,9,0.5,114.9,3.7,114.1,2.9,0.8,6.92,92.6,-2.9,0.289,0.584,0.017
96,Milwaukee Bucks,2022,5.9,28.5,51,31,3.2,115.1,3.1,111.8,-0.2,3.3,99.9,1.7,0.257,0.009,0.58,0.014,7,5,0.58,104.4,-6.8,102.8,-8.4,1.6,5.54,98.5,3,0.236,0.529,-0.038
97,Phoenix Suns,2022,5.1,27.5,64,18,6.9,114.8,2.8,107.3,-4.7,7.5,99.8,1.6,0.221,-0.027,0.581,0.015,7,6,0.54,115.6,4.4,116.7,5.5,-1.1,0.19,93.1,-2.4,0.229,0.591,0.024
98,Philadelphia 76ers,2022,4.6,26.8,51,31,2.6,113.5,1.5,110.8,-1.2,2.7,96.2,-2,0.282,0.034,0.578,0.012,6,6,0.5,112.3,1.1,112,0.8,0.3,3.61,92.2,-3.3,0.29,0.592,0.025
99,Utah Jazz,2022,3.6,29.3,49,33,5.7,116.7,4.7,110.5,-1.5,6.2,97.1,-1.1,0.271,0.023,0.589,0.023,2,4,0.33,108.8,-2.4,115,3.8,-6.2,-3.08,91,-4.5,0.335,0.546,-0.021
100,Cleveland Cavaliers,2022,2.2,24.7,44,38,2,111.9,-0.1,109.7,-2.3,2.2,96.1,-2.1,0.261,0.013,0.571,0.005,,,,,,,,,,,,,,
101,Minnesota Timberwolves,2022,1.9,24.2,46,36,2.5,114.3,2.3,111.7,-0.3,2.6,100.9,2.7,0.254,0.006,0.573,0.007,2,4,0.33,106.4,-4.8,111.8,0.6,-5.4,-0.03,102.6,7.1,0.341,0.579,0.012
102,Denver Nuggets,2022,0.7,27.7,48,34,2.2,114.5,2.5,112.1,0.1,2.4,97.8,-0.4,0.244,-0.004,0.59,0.024,1,4,0.2,113.6,2.4,121.8,10.6,-8.2,-2.68,96.9,1.4,0.304,0.586,0.019
103,Charlotte Hornets,2022,0.6,25.5,43,39,0.5,114.1,2.1,113.7,1.7,0.4,100,1.8,0.234,-0.014,0.572,0.006,,,,,,,,,,,,,,
104,New Orleans Pelicans,2022,0.3,25.6,36,46,-0.8,112,0,113,1,-1,97.2,-1,0.264,0.016,0.557,-0.009,2,4,0.33,117.6,6.4,119.2,8,-1.6,5.34,93.4,-2.1,0.342,0.566,-0.001
105,Toronto Raptors,2022,0.3,24.8,48,34,2.4,112.9,0.9,110.5,-1.5,2.4,96,-2.2,0.234,-0.014,0.543,-0.023,2,4,0.33,111.2,0,120.2,9,-9,-6.43,91.2,-4.3,0.244,0.542,-0.025
106,Brooklyn Nets,2022,0.2,29.1,44,38,0.8,113.6,1.6,112.8,0.8,0.8,99,0.8,0.246,-0.002,0.576,0.01,0,4,0,116.3,5.1,121.1,9.9,-4.8,2.22,93.8,-1.7,0.33,0.61,0.043
107,Los Angeles Clippers,2022,0.2,27.5,42,40,0.1,110.1,-1.9,110.1,-1.9,0,98,-0.2,0.224,-0.024,0.564,-0.002,,,,,,,,,,,,,,
108,New York Knicks,2022,-0.2,26,37,45,0,110.4,-1.6,110.5,-1.5,-0.1,95.9,-2.3,0.28,0.032,0.55,-0.016,,,,,,,,,,,,,,
109,San Antonio Spurs,2022,-0.2,24.5,34,48,0,112.4,0.4,112.3,0.3,0.1,100,1.8,0.22,-0.028,0.556,-0.01,,,,,,,,,,,,,,
110,Atlanta Hawks,2022,-1.4,26.1,43,39,1.6,116.5,4.5,114.9,2.9,1.6,97.7,-0.5,0.253,0.005,0.581,0.015,1,4,0.2,102.3,-8.9,114.9,3.7,-12.6,-8.37,95.2,-0.3,0.281,0.554,-0.013
111,Chicago Bulls,2022,-3.4,26.3,46,36,-0.4,113.2,1.2,113.6,1.6,-0.4,98.3,0.1,0.248,0,0.579,0.013,1,4,0.2,94.9,-16.3,109.4,-1.8,-14.5,-11.28,100.3,4.8,0.16,0.493,-0.074
112,Los Angeles Lakers,2022,-3.4,30.2,33,49,-3.1,110.3,-1.7,113.3,1.3,-3,100.1,1.9,0.259,0.011,0.567,0.001,,,,,,,,,,,,,,
113,Washington Wizards,2022,-3.5,25.9,35,47,-3.2,111.1,-0.9,114.5,2.5,-3.4,97,-1.2,0.252,0.004,0.568,0.002,,,,,,,,,,,,,,
114,Indiana Pacers,2022,-3.9,26,25,57,-3.3,112.6,0.6,116.1,4.1,-3.5,98,-0.2,0.239,-0.009,0.564,-0.002,,,,,,,,,,,,,,
115,Sacramento Kings,2022,-5.7,25.8,30,52,-5.3,109.9,-2.1,115.3,3.3,-5.4,99.8,1.6,0.264,0.016,0.561,-0.005,,,,,,,,,,,,,,
116,Detroit Pistons,2022,-8.1,23.6,23,59,-7.4,106,-6,113.8,1.8,-7.8,98.4,0.2,0.249,0.001,0.533,-0.033,,,,,,,,,,,,,,
117,Orlando Magic,2022,-8.4,23.3,22,60,-7.7,104.5,-7.5,112.5,0.5,-8,99.2,1,0.223,-0.025,0.538,-0.028,,,,,,,,,,,,,,
118,Oklahoma City Thunder,2022,-8.6,22.4,24,58,-7.9,104.6,-7.4,112.8,0.8,-8.2,98.5,0.3,0.223,-0.025,0.53,-0.036,,,,,,,,,,,,,,
119,Houston Rockets,2022,-9.1,24.1,20,62,-8.3,108.4,-3.6,116.7,4.7,-8.3,100.9,2.7,0.284,0.036,0.565,-0.001,,,,,,,,,,,,,,
120,Portland Trail Blazers,2022,-9.1,25.6,27,55,-8.6,107.8,-4.2,116.9,4.9,-9.1,98.3,0.1,0.248,0,0.55,-0.016,,,,,,,,,,,,,,
121,Phoenix Suns,2021,10.5,26.6,51,21,5.7,117.2,4.9,111.3,-1,5.9,97.2,-2,0.212,-0.035,0.597,0.025,14,8,0.64,114.7,0.4,110,-4.3,4.7,9.49,95.1,-1,0.219,0.585,0.014
122,Los Angeles Clippers,2021,10.2,28.8,47,25,6,117.6,5.3,111.2,-1.1,6.4,96.9,-2.3,0.222,-0.025,0.599,0.027,10,9,0.53,120.2,5.9,115.9,1.6,4.3,9.76,92.8,-3.3,0.29,0.604,0.033
123,Milwaukee Bucks??,2021,10.2,28.1,46,26,5.6,117.2,4.9,111.4,-0.9,5.8,102.2,3,0.233,-0.014,0.593,0.021,16,7,0.7,112.9,-1.4,107.6,-6.7,5.3,8.62,96.9,0.8,0.228,0.55,-0.021
124,Utah Jazz,2021,9,28.5,52,20,9,117.6,5.3,108.3,-4,9.3,98.5,-0.7,0.244,-0.003,0.597,0.025,6,5,0.55,121.4,7.1,122.3,8,-0.9,2.87,96.3,0.2,0.288,0.616,0.045
